9174	0
11046	1
17956	2
22954	3
30356	4
31149	5
20913	6
50319	7
57704	8
68252	9
14046	10
8799	11
249	12
16854	13
48856	14
3641	15
13963	16
11338	17
29815	18
28776	19
10093	20
18016	21
23137	22
30425	23
21783	24
43801	25
25467	26
39204	27
14896	28
68109	29
19015	30
16333	31
17372	32
1886	33
7259	34
68796	35
1451	36
17163	37
12397	38
31750	39
20638	40
4743	41
80	42
22035	43
8344	44
28401	45
29878	46
15039	47
29045	48
43466	49
6280	50
37432	51
24949	52
68066	53
332	54
8195	55
15105	56
11404	57
19785	58
31627	59
18122	60
20243	61
19602	62
18809	63
21431	64
8590	65
8115	66
31587	67
2642	68
16516	69
14644	70
6904	71
16808	72
12981	73
4883	74
27133	75
24445	76
43097	77
20827	78
26526	79
17309	80
21952	81
5118	82
26197	83
25822	84
495	85
19187	86
17704	87
21116	88
14481	89
29337	90
30273	91
11796	92
21657	93
43549	94
27926	95
34793	96
68919	97
5095	98
29606	99
18517	100
23094	101
29211	102
51089	103
13920	104
57930	105
23363	106
2891	107
68713	108
22158	109
13771	110
18248	111
39599	112
8135	113
19519	114
11882	115
9941	116
26672	117
3014	118
8882	119
20286	120
31275	121
33147	122
53376	123
14129	124
50585	125
13044	126
43409	127
21909	128
44468	129
15357	130
22261	131
17664	132
21617	133
2705	134
56722	135
59871	136
43034	137
4342	138
32686	139
10960	140
24405	141
27525	142
11570	143
9732	144
13937	145
32254	146
24531	147
15231	148
19659	149
13124	150
10860	151
10425	152
4926	153
20137	154
1411	155
24614	156
26363	157
16519	158
19811	159
16960	160
23180	161
43343	162
57847	163
31049	164
6506	165
44345	166
7969	167
33316	168
21892	169
31066	170
10216	171
43134	172
4826	173
10654	174
57830	175
2622	176
16685	177
11856	178
8782	179
10737	180
14747	181
29838	182
12357	183
10236	184
43117	185
14773	186
24322	187
19124	188
13728	189
33313	190
30279	191
15523	192
67817	193
43827	194
15065	195
60137	196
10067	197
43841	198
11172	199
30774	200
9008	201
44720	202
50376	203
5639	204
52709	205
33021	206
26446	207
1560	208
6240	209
17538	210
14939	211
3698	212
24823	213
15188	214
55995	215
10585	216
22911	217
24431	218
14561	219
21514	220
23847	221
5656	222
55918	223
19144	224
23429	225
6449	226
22510	227
6798	228
43761	229
31670	230
43675	231
27714	232
14169	233
37976	234
1142	235
25158	236
46901	237
11564	238
27382	239
68235	240
8255	241
15606	242
5573	243
17063	244
25032	245
13645	246
17973	247
35460	248
11272	249
22725	250
44611	251
28467	252
2722	253
32978	254
11444	255
7093	256
29695	257
13416	258
38454	259
68902	260
68043	261
29821	262
14478	263
68693	264
13960	265
10176	266
26695	267
5135	268
25842	269
11152	270
22968	271
68819	272
19410	273
8155	274
68049	275
14581	276
55351	277
5347	278
16662	279
12148	280
21497	281
8281	282
49008	283
12440	284
18457	285
1225	286
24866	287
4425	288
30605	289
31650	290
6174	291
4116	292
7963	293
43861	294
67757	295
15483	296
5221	297
4654	298
7843	299
31315	300
19994	301
26698	302
2805	303
15809	304
12918	305
68862	306
23054	307
28942	308
21099	309
68444	310
9549	311
13233	312
1494	313
1763	314
68484	315
68836	316
17687	317
20180	318
55769	319
43114	320
1076	321
6071	322
27339	323
39848	324
23598	325
4760	326
2095	327
29589	328
8487	329
60094	330
27548	331
18743	332
9735	333
18165	334
6907	335
7242	336
7325	337
57724	338
34123	339
43993	340
24843	341
17996	342
22141	343
47462	344
12500	345
30399	346
29586	347
23572	348
25902	349
7820	350
44076	351
12317	352
68730	353
68779	354
23655	355
43758	356
9758	357
18766	358
32085	359
32769	360
32669	361
1285	362
32354	363
31942	364
1351	365
68487	366
6409	367
47571	368
24806	369
68627	370
701	371
25553	372
18749	373
43778	374
30173	375
40034	376
17730	377
42281	378
55726	379
18265	380
1577	381
16227	382
32480	383
12692	384
52941	385
44471	386
29320	387
26755	388
15832	389
51212	390
28026	391
14962	392
18789	393
2247	394
12858	395
43200	396
5238	397
21740	398
28484	399
29738	400
31959	401
12022	402
43552	403
34252	404
32277	405
13359	406
4468	407
4594	408
12609	409
21806	410
45739	411
22075	412
30107	413
3575	414
7136	415
12191	416
26655	417
55434	418
48713	419
20764	420
19851	421
68670	422
33190	423
16954	424
26612	425
8779	426
27365	427
5055	428
10986	429
25593	430
3801	431
60163	432
33439	433
16144	434
16585	435
18182	436
43535	437
32772	438
8696	439
67734	440
68962	441
15414	442
5722	443
21809	444
67777	445
7986	446
15935	447
4093	448
31235	449
9400	450
18205	451
20455	452
11839	453
67943	454
415	455
3200	456
31710	457
31023	458
8988	459
1159	460
7611	461
22058	462
38597	463
16350	464
2244	465
29778	466
43217	467
515	468
16768	469
27966	470
15165	471
35128	472
56771	473
68710	474
68945	475
30817	476
25862	477
20721	478
26804	479
7886	480
6300	481
21975	482
27883	483
33565	484
17495	485
4863	486
31819	487
4345	488
10127	489
